 lung cancer,397
 Lung cancer,300
 non-small cell lung cancer,204
 NSCLC,173
 Non-small cell lung cancer,130
 prognosis,111
Lung cancer,90
 cancer,86
 metastasis,86
 Prognosis,85
 immunotherapy,74
 lung adenocarcinoma,73
 non-small-cell lung cancer,72
EGFR,60
 Metastasis,53
 Lung neoplasms,50
Cancer,48
Apoptosis,46
 chemotherapy,46
 apoptosis,46
 radiotherapy,45
 meta-analysis,45
 Radiotherapy,44
 Cancer,42
 Lung adenocarcinoma,41
 Immunotherapy,41
 PD-L1,40
 Survival,39
VATS,38
Breast cancer,38
 lung,37
 survival,37
 non-small cell lung cancer ,36
cancer,36
 biomarker,36
 EGFR,35
 proliferation,33
 breast cancer,32
Chemotherapy,32
 surgery,32
 Surgery,31
 Lung,29
ALK,29
 Apoptosis,27
 epidermal growth factor receptor,27
Adenocarcinoma,27
 invasion,27
 targeted therapy,25
EGFR mutation,24
 melanoma,24
 Small cell lung cancer,24
 Non-small-cell lung cancer,24
 cisplatin,23
 Proliferation,23
 Chemotherapy,23
 immunohistochemistry,23
 autophagy,22
 nivolumab,22
 overall survival,22
Biomarker,22
 liquid biopsy,22
 migration,21
 Meta-analysis,21
 epidemiology,21
 tyrosine kinase inhibitor,21
Angiogenesis,20
 microRNA,20
 PD-1,20
Computed tomography,20
 small cell lung cancer,19
 p53,19
 lung neoplasms,19
 Breast cancer,18
 Cytotoxicity,18
Non-small cell lung cancer,18
Carcinoma,18
 cytotoxicity,18
 SBRT,18
COVID-19,18
 Mortality,17
EMT,17
 lobectomy,17
 KRAS,17
 Nivolumab,17
 gefitinib,17
 mortality,16
 colorectal cancer,16
 tumor microenvironment,16
 PET,16
Non-small cell lung cancer ,16
 radiation therapy,16
 Immunohistochemistry,16
 Inflammation,16
lung cancer,16
breast cancer,15
 EMT,15
 oncology,15
 Mesothelioma,15
 Invasion,15
 small-cell lung cancer,15
 epidermal growth factor receptor ,15
 diagnosis,15
 Melanoma,15
 next-generation sequencing,14
 inflammation,14
 pembrolizumab,14
 erlotinib,14
chemotherapy,14
 smoking,14
 miRNA,13
 epithelial-mesenchymal transition,13
 Thoracic surgery,13
 pemetrexed,13
 lncRNA,13
 drug resistance,13
adenocarcinoma,13
Colorectal cancer,13
 EGFR mutation,13
 mesothelioma,13
 Diagnosis,13
 Non-small cell lung carcinoma,13
 paclitaxel,13
 angiogenesis,13
 tumor,12
A549,12
 staging,12
 polymorphism,12
 Pembrolizumab,12
 renal cell carcinoma,12
Brain metastases,12
 Epidemiology,12
 Lung metastasis,12
 Tumor microenvironment,12
 brain metastasis,12
SCLC,12
biomarker,12
COPD,12
 Smoking,12
 screening,11
 gene expression,11
 adenocarcinoma,11
 SCLC,11
apoptosis,11
 Staging,11
PubMed CID,11
Biomarkers,11
 video-assisted thoracic surgery ,11
CT,11
 Docetaxel,11
 sarcoma,11
 immune checkpoint inhibitors,11
 Incidence,11
 quality of life,11
 Colorectal cancer,11
 Carcinoma,11
 Gefitinib,11
 COVID-19,11
 Neoplasms,11
 SARS-CoV-2,11
 interstitial lung disease,11
 Non-small cell lung cancer ,11
 ROS,11
 nanoparticles,10
 hypoxia,10
Lung,10
Anticancer,10
A549 cells,10
 cell cycle,10
 MALAT1,10
 Lung Cancer,10
 metastases,10
 radiomics,10
 Migration,10
 palliative care,10
 magnetic resonance imaging,10
 Erlotinib,10
 positron emission tomography,10
 Radiation,10
Cisplatin,10
 prostate cancer,10
 PET/CT,10
 review,10
 machine learning,10
 lung metastasis,10
 survival analysis,10
 oncogene,10
 brain metastases,10
 Liquid biopsy,9
 T790M,9
 EGFR-TKI,9
DNA methylation,9
 resistance,9
 Prostate cancer,9
Bronchoscopy,9
 prognostic factor,9
