 HER-2,3
 targeted therapy,5
 [,10
 Carcinogenesis,2
 Cancer,11
 cyclophosphamide,2
 Breast cancer,3
Video-assisted thoracic surgery ,2
 Stereotactic radiotherapy,4
 lymph nodes,3
 angiogenesis,4
 lung tumor,2
cytology,3
5-dimethylthiazol-2-yl,2
Diagnosis,2
 prognostic factors,3
 pleural effusions,2
 Solitary pulmonary nodule,3
 hypersensitivity,2
 Non-small cell lung carcinoma,2
 video-assisted thoracic surgery ,5
 Polymorphism,2
Lung,2
 smoking,4
 poly,5
 Outcomes,4
 small cell lung carcinoma ,2
 elderly,2
 docetaxel,8
 Palladium,2
 K-ras mutation,2
 effusion,2
 ERK,4
 FEV,2
Diabetes,2
 chemoradiation,3
Chemoradiotherapy,2
 kidney cancer,2
 IKK,2
 reactive oxygen species,9
 actinomycin D,3
-dl-tryptophan,2
ERCC1,3
 bone scan,2
Lung cancer surgery,2
 brain metastases,4
 Radiation pneumonitis,5
 carboplatin,3
 Lung neoplasm,2
 OR,4
 monoclonal antibody,4
 COPD,4
 TRAIL,2
 Recurrence,7
 PARP,5
 hypoxemia,2
 immune escape,2
 immunotherapy,6
apoptosis,2
 Prognostic factors,6
cisplatin,2
 Lewis lung carcinoma,3
Minimally invasive surgery,2
 siRNA,9
 fibrosis,2
 Fluorescence in situ hybridization,2
 Tobacco,3
Fibrosis,2
 malignant pleural effusion,2
Early detection,2
 tumor necrosis factor-α,2
 N,2
 drug resistance,2
biomarkers,2
Malignant mesothelioma,2
 polymerase,3
 Nrf2,3
 Squamous cell carcinoma,4
 LOH,2
 Gene Regulation,2
3-[,2
 stereotactic body radiotherapy,2
 Tumor multidrug resistance,2
 LPS,2
 risk factors,2
 EMT,9
 epidermal growth factor receptor-tyrosine kinase inhibitor,2
 Prognosis,21
hetero,2
 Epidermal growth factor receptor,7
 Lobectomy,4
 morphology,2
 Di,2
 Nonsmall cell lung cancer,2
 Histology,2
 staging,10
Antiproliferative activity,2
 colon cancer,2
 paclitaxel,6
 Tyrosine kinase inhibitor,4
 small interfering RNA,3
 ECM,2
Oncology,2
 non-small cell,3
 Nanoparticles,2
Brain metastases,4
 melanoma,6
 tumor growth,3
Drug resistance,3
Complications,2
 Cancer bronchique,3
 segmentectomy,2
 cell invasion,2
 palliative care,6
 mRNA,3
 Telomerase,3
 TLR4,2
 Proton therapy,2
 Immunotherapy,5
 IFN,2
PET,4
MET,2
 TNF-α,5
 mouse model,3
Asthma,3
 HIF-1α,2
 Small cell carcinoma,2
 prostate cancer,3
 Sublobar resection,2
 LC3,2
 GSH,2
 EGFR mutation,4
 receptor tyrosine kinase,3
 ROC,4
Breast Cancer,3
 qPCR,2
 Ion beam therapy,2
 outcomes,2
 ETS,2
 DNA damage,4
Acute toxicity,2
 MMP,2
 hypoxia,4
 nasopharyngeal carcinoma,2
SCLC,11
 Protons,2
 nitric oxide,3
 PI3K,4
 neutropenia,2
 ASO,2
 minimally invasive surgery,3
 TLR,3
 Disparities,2
 GSK3β,2
Advanced lung cancer,2
Carboplatin,3
 Interstitial,2
 lung disease,2
Cisplatin,3
 oncology,3
 SCC,2
 MDM2,2
 Metastasectomy,2
 reticuloendothelial system,2
 Ogg1,2
Asbestos,3
 cell death,2
 Pleurectomy,4
 Radon,2
 Epidemiology,6
Computed tomography,4
5-diphenyltetrazolium bromide,2
Brain metastasis,4
 FEV1,3
EGFR-TKI,2
EMT,4
 small cell lung cancer ,2
 BMI,2
 SABR,3
 chromatin,2
 bronchoscopy,5
 prognostic factor,3
 Apoptosis,10
 lung metastasis,3
 Radiation,2
Biomarkers,4
 pleura,3
non-small cell lung cancer,3
 adjuvant chemotherapy,2
 cardiovascular disease,3
 cancer stem cell,3
 microRNAs,3
 EBV,2
 biomarker,5
 vasculitis,2
 interventional pulmonology,2
 phosphate buffered saline,2
Non-small cell lung cancer ,6
 interleukin-6,2
 Pleural effusion,3
 non-small cell lung cancer ,6
 glucose metabolism,2
Adults,2
ALK translocation,2
 biopsy,3
 Inflammation,2
 Pharmacokinetics,2
A549 cells,2
 integrins,2
 Pneumothorax,2
 Lung metastases,3
 FBS,2
 CYFRA 21-1,3
 PDGFR,2
 non-small cell lung carcinoma,6
 tumor-associated antigen,2
 mutation,6
 Chemotherapy,7
 apoptosis,18
 STAT3,4
NSCLC,32
 radiation,3
 stereotactic,2
 esophageal cancer,5
adjuvant chemotherapy,2
IMRT,2
 microRNA,7
 Lung metastasis,4
 Etoposide,2
18F-FDG PET,3
 neuroendocrine tumors,2
 Lymphoma,2
 mammalian target of rapamycin,3
 protein kinase C,2
 sunitinib,2
 incidence,3
 neoadjuvant chemotherapy,2
 Epigenetics,3
 Pleura,3
 macrophages,2
 GFP,2
 Lung Cancer,3
 malignant pleural mesothelioma,2
 sleeve lobectomy,2
 IL,3
 Antimicrobial activity,2
-2,2
 Malignant pleural mesothelioma,5
 poly ,2
 Fibrosis,2
 Prostate cancer,2
 Prostate,2
 Lung cancer surgery,3
 National Lung Screening Trial,2
 proliferation,5
 Tumor suppressor gene,2
 FDA,2
 thoracoscopy,4
 pleural metastasis,2
 Erlotinib,6
 Epithelial–mesenchymal transition,4
 fluorescent probes,2
 computed tomography,5
 HPV,3
 interstitial lung disease,3
 pathology,2
 Magnetic resonance imaging,2
 fractionation,2
 transforming growth factor,4
 Observational study,2
 cessation,2
 Technology,2
 endobronchial ultrasound,2
Lymph node dissection,2
 FAK,4
 systematic lymph node dissection,2
 mammary cancer,2
CTL,2
FDG,2
 bevacizumab,2
 epigenetics,5
 APC,2
 chloroquine,2
 Vaccine,2
Docetaxel,2
 KPS,2
 survival,15
 tumor necrosis factor α,2
 efficacy,2
2-hydroxypropyl,2
 Napsin A,2
adenocarcinoma,2
Apoptosis,11
Australia,2
 Non–small-cell lung cancer,3
 response,3
 Video-assisted thoracoscopic surgery,2
 stem cells,3
 mTOR,6
chemoradiation,2
Small cell lung cancer ,4
II,5
 Immunohistochemistry,6
Erlotinib,2
 Crizotinib,4
 prostate specific antigen,2
 Radiation dose,2
 messenger ribonucleic acid,2
 Lung cancer screening,2
 Targeted therapy,5
 WBRT,2
 neuroblastoma,2
 erlotinib,10
 cell cycle,7
 Lung adenocarcinoma,8
Carcinogenesis,2
 pneumonia,2
 phosphatidylinositol 3-kinase,2
 Gene expression,5
 Flexible bronchoscopy,2
Lung Neoplasms,2
Bevacizumab,3
Nonsmall cell lung cancer,2
2′,2
 chronic obstructive pulmonary disease,5
 FFPE,2
 Pneumonectomy,2
 Wedge resection,2
 CREB,2
,6131
 histone modification,2
 surgery,16
 N-,3
 Pneumonitis,2
ADP-ribose,4
 therapy,3
 Superior vena cava syndrome,2
 doxorubicin,4
 Cisplatin,4
 Colon cancer,2
 intensive care unit,2
 local control,2
 pulmonary metastases,3
 Tumor markers,2
 Stereotactic,3
 fetal bovine serum,2
 Thoracic surgery,3
 solid tumors,2
 superoxide dismutase,2
 Stereotactic ablative radiotherapy,5
 Mad2,2
 Malignant pleural effusion,2
IHC,2
 Stereotactic body radiotherapy,4
 Hyaluronic acid,2
7′-dichlorodihydrofluorescein diacetate,2
 FDG-PET,2
 rhabdomyosarcoma,3
 combination therapy,2
 vascular endothelial growth factor,6
 DNA repair,3
 Smoking,4
 radiation therapy,5
 gemcitabine,2
 Stereotactic radiosurgery,2
 IκBα,2
 volatile organic compounds,2
Lung neoplasms,5
DNA damage,2
 sarcoidosis,2
 tumor necrosis factor,2
 cancer stem cells,5
 FDG PET/CT,2
 Lung resection,2
 focal adhesion kinase,2
 oncogene,4
 IL-6,3
 Urinary bladder neoplasms,2
 PSA,3
 PLCO,2
 epidermal growth factor,2
 flow cytometry,3
 pain,5
 Malignant mesothelioma,2
Bronchoscopy,3
 fine needle aspiration,2
 Screening,4
 ERCC1,2
CT,5
Lobectomy,6
Video-assisted thoracoscopic surgery ,7
 Gene regulation,2
 CRC,3
 Mesothelioma,6
Colorectal cancer,3
Cancer,10
 Src,2
 Stage I,2
 prevention,4
 nanoparticles,3
 Oxidative stress,5
 extracellular matrix,3
VEGF,2
 Invasion,4
 pemetrexed,6
 mortality,7
 Lung,12
 Radiotherapy,11
 chronic obstructive pulmonary disease ,3
 EGF,2
 Squamous cell lung cancer,2
 Positron emission tomography,4
 Immunity,2
autofluorescence bronchoscopy,2
 Reactive oxygen species,3
 Liposome,3
 mesothelioma,4
 multidrug resistance,2
EGFR mutation,6
 RRM1,2
 bone metastasis,2
 OS,2
Adenocarcinoma,13
 NF-κB,9
 Small cell lung carcinoma,3
 clinical trial,4
 complete response,2
 Pemetrexed,7
 HIF-1,2
 odds ratio,4
 next-generation sequencing,2
 asthma,2
 pulmonary disease,2
 Non small cell lung cancer,5
Non-small cell lung cancer,11
 total lesion glycolysis,3
 Biomarkers,2
 Gefitinib,6
 Staging,3
 Radiofrequency ablation,3
DIGE,2
 Meta-analysis,5
 biodistribution,2
 mitogen-activated protein kinase,3
 microarray,7
 occupational exposure,3
 Prognostic factor,2
 Human,2
Antitumor activity,3
 histone deacetylase,3
 PTEN,3
 ifosfamide,2
 Proteomics,2
 RGD,2
 Pleural mesothelioma,2
 Lung neoplasms,9
 Palliative,2
 Guidelines,2
 HPMA,2
 cytology,2
 Antiproliferative activity,2
Autofluorescence bronchoscopy,2
 Neoplasms,3
 Trend,2
 immunocytochemistry,2
 TRF,2
 forced expiratory volume in 1 second,4
 Tyrosine kinase inhibitors,2
 LKB1,2
 acetylcholine,2
 diagnosis,5
 Feedback,2
 inflammation,4
 MALAT-1,2
 treatment,9
 cell proliferation,2
 Amino acids,2
 Length of stay,2
F-FDG-PET/CT,2
 E-cadherin,2
Biopsy,2
chemotherapy,2
 cancer susceptibility,2
 Incidence,3
 interferon,2
 Korea,2
 Cytotoxicity,9
 SBRT,8
 Computed tomography,3
 proteomics,2
 cohort studies,2
 Transforming growth factor beta1,2
 PET,13
 Proliferation,2
 computed tomography ,2
 BIC,2
 screening,7
 tumor hypoxia,3
 ROS,10
 lung adenocarcinoma,5
 renal cell carcinoma,3
Clinical trials,2
 Metabolomics,2
 mediastinum,2
 Metastasis,19
Carcinoma,3
 endoscopic ultrasound,3
 ROC curve,2
 Quality of life,4
 lung cancer,132
 Carcinoma,6
 epidermal growth factor receptor,17
 polymerase chain reaction,2
 migration,3
 MRI,3
 PEG,3
−/−,2
 SPECT,2
 chemotherapy,18
 ATP,2
 mAb,3
 Silibinin,2
 10,3
 oxaliplatin,2
Breast cancer,11
1H,2
 H,2
 meta-analysis,5
 squamous cell carcinoma,7
 endobronchial metastasis,2
 nicotine,2
 hepatocellular carcinoma,5
 immunosurveillance,2
 magnetic resonance imaging,5
 Small cell lung cancer,6
Cytotoxicity,2
 confidence interval,7
 PKC,3
 Colorectal cancer,6
 smoking cessation,2
 propidium iodide,2
 MDR,2
 TNF,3
Epidermal growth factor receptor ,2
